,Hotel Name,Final Price,Ratings,Ratings Count,Ratings Summary,Wizard Member,Original Price,Location,City
0,OYO 70927 Hotel Hyderabad Continental,621,4.2,1640,Very Good,WIZARD MEMBER,1992,"Near Tarakarama Theatre, Sultan Bazar, Hyderabad",Hyderabad
1,Super OYO Townhouse OAK Hotel N7 Elite,599,4.6,32,Excellent,WIZARD MEMBER,3869,"Champapet, Hyderabad",Hyderabad
2,SPOT ON 37214 Classic Lodge,500,4.4,1661,Very Good,NON WIZARD MEMBER,1700,"Near Board Of Intermediate Office, Hyderabad",Hyderabad
3,OYO Hotel Aroma Classic Near Charminar,599,3.9,584,Good,WIZARD MEMBER,2233,"15-1-309 Feelkhana Near Acharaya Bhavan Baba Ramdav Mandir Bagum Bazar Hyderabad, Hyderabad",Hyderabad
4,OYO Raja Residency Near Snow World,906,4.2,3741,Very Good,NON WIZARD MEMBER,2588,"Near Raja Deluxe Complex, Musheerabad, Hyderabad",Hyderabad
5,SPOT ON Hotel Rk Residency Near Charminar,530,3.0,524,Fair,WIZARD MEMBER,1951,"Near Jaam Bagh, Hindustani Lane, Hyderabad",Hyderabad
6,OYO Nav Bharath Residency Near Charminar,899,4.3,1400,Very Good,NON WIZARD MEMBER,2854,"Near Central Gurudwara Saheb, Gowliguda, Hyderabad",Hyderabad
7,OYO Hotel Aroma Classic Near Birla Mandir,699,4.1,802,Very Good,WIZARD MEMBER,1851,"Ghosha Mahal, Hyderabad",Hyderabad
8,OYO 40852 Hotel White Ridge,699,3.7,2062,Good,NON WIZARD MEMBER,3652,"Near Dilsukhnagar metro station, Krishna Nagar, Hyderabad.",Hyderabad
9,OYO 88350 Hanuma Residency,685,4.2,1262,Very Good,WIZARD MEMBER,2404,Behind OZONE Hospital,Hyderabad
10,Collection O 80977E SS Metro Ritz,937,3.9,74,Good,WIZARD MEMBER,3144,"Ameerpet, Hyderabad",Hyderabad
11,Super OYO FLAGSHIP 807831 Vasista Residency,720,4.2,35,Very Good,NON WIZARD MEMBER,3640,", Hyderabad",Hyderabad
12,Super OYO Flagship Sai Mansion Near Habsiguda Metro Station,599,4.0,92,Very Good,NON WIZARD MEMBER,2265,"Maruthi Nagar, Hyderabad",Hyderabad
13,OYO Flagship 702702 Hotel Akshaya Residency Near BBR Super speciality Hospital,549,3.9,358,Good,NON WIZARD MEMBER,3017,"Malkajgiri, Hyderabad",Hyderabad
14,OYO Flagship Hotel Elite Stay Near Habsiguda Metro Station,638,3.9,291,Good,NON WIZARD MEMBER,2393,"Secunderabad, Hyderabad",Hyderabad
15,SPOT ON Al Nizam Guest House Near Charminar,555,3.2,11,Fair,NON WIZARD MEMBER,2708,"Nayapul, Hyderabad",Hyderabad
16,SPOT ON 807530 Blue Star Lodge,571,3.2,18,Fair,NON WIZARD MEMBER,1814,"Nampally, Hyderabad",Hyderabad
17,OYO Townhouse White Ridge 112 Shivam Road Near Shanti Theatre,1382,4.2,2223,Very Good,NON WIZARD MEMBER,4396,"New Nallakunta, Hyderabad",Hyderabad
18,SPOT ON Mohit Gokul Lodge New Room's Near Snow World,550,3.4,785,Fair,WIZARD MEMBER,1602,"Near To Secunderbad East Metro Rail Station, Hyderabad",Hyderabad
19,OYO Townhouse 359 Begumpet Near Hyderabad Central,1427,4.6,2829,Excellent,NON WIZARD MEMBER,4856,"Vinn Hospital, Begumpet, Hyderabad",Hyderabad
20,OYO 70927 Hotel Hyderabad Continental,621,4.2,1640,Very Good,WIZARD MEMBER,1992,"Near Tarakarama Theatre, Sultan Bazar, Hyderabad",Hyderabad
21,Super OYO Townhouse OAK Hotel N7 Elite,599,4.6,32,Excellent,WIZARD MEMBER,3869,"Champapet, Hyderabad",Hyderabad
22,SPOT ON 37214 Classic Lodge,500,4.4,1661,Very Good,NON WIZARD MEMBER,1700,"Near Board Of Intermediate Office, Hyderabad",Hyderabad
23,OYO Hotel Aroma Classic Near Charminar,599,3.9,584,Good,WIZARD MEMBER,2233,"15-1-309 Feelkhana Near Acharaya Bhavan Baba Ramdav Mandir Bagum Bazar Hyderabad, Hyderabad",Hyderabad
24,OYO Raja Residency Near Snow World,906,4.2,3741,Very Good,NON WIZARD MEMBER,2588,"Near Raja Deluxe Complex, Musheerabad, Hyderabad",Hyderabad
25,SPOT ON Hotel Rk Residency Near Charminar,530,3.0,524,Fair,WIZARD MEMBER,1951,"Near Jaam Bagh, Hindustani Lane, Hyderabad",Hyderabad
26,OYO Nav Bharath Residency Near Charminar,899,4.3,1400,Very Good,NON WIZARD MEMBER,2854,"Near Central Gurudwara Saheb, Gowliguda, Hyderabad",Hyderabad
27,OYO Hotel Aroma Classic Near Birla Mandir,699,4.1,802,Very Good,WIZARD MEMBER,1851,"Ghosha Mahal, Hyderabad",Hyderabad
28,OYO 40852 Hotel White Ridge,699,3.7,2062,Good,NON WIZARD MEMBER,3652,"Near Dilsukhnagar metro station, Krishna Nagar, Hyderabad.",Hyderabad
29,Collection O 80977E SS Metro Ritz,937,3.9,74,Good,WIZARD MEMBER,3144,"Ameerpet, Hyderabad",Hyderabad
30,OYO 88350 Hanuma Residency,685,4.2,1262,Very Good,WIZARD MEMBER,2404,Behind OZONE Hospital,Hyderabad
31,Super OYO FLAGSHIP 807831 Vasista Residency,720,4.2,35,Very Good,NON WIZARD MEMBER,3640,", Hyderabad",Hyderabad
32,Super OYO Flagship Sai Mansion Near Habsiguda Metro Station,599,4.0,92,Very Good,NON WIZARD MEMBER,2265,"Maruthi Nagar, Hyderabad",Hyderabad
33,OYO Flagship 702702 Hotel Akshaya Residency Near BBR Super speciality Hospital,549,3.9,358,Good,NON WIZARD MEMBER,3017,"Malkajgiri, Hyderabad",Hyderabad
34,SPOT ON Al Nizam Guest House Near Charminar,555,3.2,11,Fair,NON WIZARD MEMBER,2708,"Nayapul, Hyderabad",Hyderabad
35,OYO Flagship Hotel Elite Stay Near Habsiguda Metro Station,638,3.9,291,Good,NON WIZARD MEMBER,2393,"Secunderabad, Hyderabad",Hyderabad
36,SPOT ON Mohit Gokul Lodge New Room's Near Snow World,550,3.4,785,Fair,WIZARD MEMBER,1602,"Near To Secunderbad East Metro Rail Station, Hyderabad",Hyderabad
37,SPOT ON 807530 Blue Star Lodge,571,3.2,18,Fair,NON WIZARD MEMBER,1814,"Nampally, Hyderabad",Hyderabad
38,OYO Townhouse White Ridge 112 Shivam Road Near Shanti Theatre,1382,4.2,2223,Very Good,NON WIZARD MEMBER,4396,"New Nallakunta, Hyderabad",Hyderabad
39,OYO Townhouse 359 Begumpet Near Hyderabad Central,1427,4.6,2829,Excellent,NON WIZARD MEMBER,4856,"Vinn Hospital, Begumpet, Hyderabad",Hyderabad
40,OYO Townhouse 359 Begumpet Near Hyderabad Central,1427,4.6,2829,Excellent,NON WIZARD MEMBER,4856,"Vinn Hospital, Begumpet, Hyderabad",Hyderabad
41,Capital O Hotel Samrat Palace Near Birla Mandir,682,2.9,175,Fair,WIZARD MEMBER,2712,"Abids, Hyderabad",Hyderabad
42,Super OYO 79037 Metro Lodge,641,3.9,362,Good,WIZARD MEMBER,2366,"Charminar, Hyderabad",Hyderabad
43,OYO Townhouse 196 De Alphabet,1556,4.3,2978,Very Good,NON WIZARD MEMBER,4447,"Near Sai Baba Temple, Gudimalkapur, Hyderabad",Hyderabad
44,OYOFlagship Hotel R Square Near LB Nagar Metro Station,628,3.3,82,Fair,NON WIZARD MEMBER,2447,"Hyderabad, Hyderabad",Hyderabad
45,Hotel KS Suites - New Simran Palace Nearby Paradise,399,3.3,215,Fair,WIZARD MEMBER,2424,"Near Paradise Circle, Hyderabad",Hyderabad
46,Flagship Langar Houz Near Golconda Fort,844,4.1,241,Very Good,NON WIZARD MEMBER,2412,"Bapu Nagar, Hyderabad",Hyderabad
47,Capital O 71317 White Ridge,1033,4.3,1682,Very Good,NON WIZARD MEMBER,3225,"Near Khazana Jewellery, Dilsukhnagar, Hyderabad",Hyderabad
48,OYO Townhouse 600 Gangothri,1602,4.5,2963,Excellent,NON WIZARD MEMBER,4577,Near RP Road BUS STOP,Hyderabad
49,OYO Hotel Pariwar Inn Near Charminar,664,5.0,1,Fabulous,NON WIZARD MEMBER,2499,"Ghansi Bazaar, Hyderabad",Hyderabad
50,OYO16428 Hotel Vaishnavi Inn ,966,4.2,2269,Very Good,WIZARD MEMBER,2765,"Secunderabad, Hyderabad",Hyderabad
51,Super OYO Capital O Alpine Glow Sunrise Near Hyderabad Central,1130,4.4,1013,Very Good,NON WIZARD MEMBER,3682,"Near RBI Quarters, Begumpet, Hyderabad",Hyderabad
52,Super OYO Townhouse 265 RCC Elite,2021,5.0,3279,Fabulous,WIZARD MEMBER,6295,"Opp To J S Babu Silks, Hyderabad",Hyderabad
53,Collection O 86887 RCC Pristine,1442,5.0,1669,Fabulous,WIZARD MEMBER,5104,"Ameerpet, Hyderabad",Hyderabad
54,Collection O Hotel Lotus Grand Near Snow World,1468,4.0,2671,Very Good,NON WIZARD MEMBER,4194,"Secunderabad, Hyderabad",Hyderabad
55,Super OYO Capital O 11079 Hotel Prestige,1686,4.6,4024,Excellent,NON WIZARD MEMBER,4818,"Centrally Located, Near Sun Shine Hospital, Paradise Road, Hyderabad",Hyderabad
56,SPOT ON Hotel Baba Classic Near Snow World,399,2.6,290,Fair,WIZARD MEMBER,1814,"Monda Market, Hyderabad",Hyderabad
57,OYO Flagship 809104 HRR Hospitality Pvt LTD,626,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,2130,"Hyderabad, Hyderabad",Hyderabad
58,Super OYO Capital O Townvilla Guest House Near Hyderabad Central,1670,4.8,1739,Excellent,WIZARD MEMBER,4771,"Near Indo US Super Speciality Hospital, Ameerpet, Hyderabad",Hyderabad
59,Capital O 10225  Wild Wings Hotel Near Omni Hospital Lane Nagole main road,1118,3.9,777,Good,NON WIZARD MEMBER,3974,Beside Essar Petrol Pump,Hyderabad
60,OYO Hotel Aadaab Near Birla Mandir,611,2.6,207,Fair,WIZARD MEMBER,2197,"Near Nampally railway station, Mahesh Nagar, Hyderabad",Hyderabad
61,OYO Hotel Srujana Stay Inn ,1154,3.9,1449,Good,NON WIZARD MEMBER,3297,"Nampally, Hyderabad",Hyderabad
62,Capital O Hotel Central Park Near Birla Mandir,2244,4.3,1103,Very Good,NON WIZARD MEMBER,6412,"Hyderguda, Hyderabad",Hyderabad
63,SPOT ON 808719 Sai Manikanta Palace,793,2.5,87,Fair,NON WIZARD MEMBER,2265,"PANJAGUTTA, Hyderabad",Hyderabad
64,SPOT ON Gayatri Lodge Near Snow World,500,3.9,701,Good,WIZARD MEMBER,1650,"Ranigunj, Hyderabad",Hyderabad
65,Flagship Ramoji Kothapet Near Miraj Cinemas - Shalini Shivani,703,3.9,1653,Good,NON WIZARD MEMBER,2162,"Kothapet, Hyderabad",Hyderabad
66,Super OYO 87887 Alpine Glow Crest,1221,5.0,771,Fabulous,NON WIZARD MEMBER,3488,"Shop No. 10-4-A/130/2, Addagutta Road, Teachers Colony, East Marredpally",Hyderabad
67,OYO Athithi Inn Near Hyderabad Central,1190,3.5,2558,Good,WIZARD MEMBER,3664,"Near Maithrivanam Complex, Ameerpet, Hyderabad",Hyderabad
68,OYO Home 79961 Comfortable Stays Near Asman Gadh Current Office,806,3.8,788,Good,WIZARD MEMBER,2304,"Karan Bagh, Hyderabad",Hyderabad
69,OYO Flagship 809794 Hotel Lavish Stay,788,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,2251,"Chaitanyapuri, Hyderabad",Hyderabad
70,OYO14726 Hotel Vaishnavi Park ,1036,3.5,1362,Good,NON WIZARD MEMBER,3013,"Near Monda Market, Shivaji Nagar, Hyderabad",Hyderabad
71,SPOT ON 809378  Bhavani Rest Rooms,555,3.1,15,Fair,NON WIZARD MEMBER,1718,"Monda Market, Hyderabad",Hyderabad
72,Capital O Sri Suprabhat Grand Near Snow World,1452,3.9,496,Good,WIZARD MEMBER,4149,"Nera Venkataramana Theater, Hyderabad",Hyderabad
73,SPOT ON Sri Sai Lohith Lodge Near Snow World,699,3.3,126,Fair,NON WIZARD MEMBER,2170,"Red Cross Road, Hyderabad",Hyderabad
74,Super OYO Capital O Alpine Glow Pinnacle,1106,4.5,2687,Excellent,NON WIZARD MEMBER,3159,"Near Veg Market, Bowenpally, Hyderabad",Hyderabad
75,Capital O The City Park Near Birla Mandir,1086,3.1,1375,Fair,WIZARD MEMBER,3102,"Near The City Park, Chirag AlicLane, Hyderabad",Hyderabad
76,Super OYO Townhouse 1033 Ameerpet,1762,4.6,2088,Excellent,NON WIZARD MEMBER,5035,"Ameerpet Mandal, Hyderabad",Hyderabad
77,Flagship 76655 Goldhorn Hotels Mehdipatnam,1358,4.3,2087,Very Good,WIZARD MEMBER,3879,"Mehdipatnam, Hyderabad",Hyderabad
78,OYO Hotel Padmini Near Birla Mandir,1189,3.9,330,Good,WIZARD MEMBER,3397,"Lakdikapul, Hyderabad",Hyderabad
79,OYO Hotel Holiday Near Snow World,951,4.3,1469,Very Good,WIZARD MEMBER,2718,"M.G Road, Near Rani Gunj X road, Opp. Punjab National Bank, Secunderabad, Hyderabad",Hyderabad
80,OYO White Ridge Near Miraj Cinemas - Shalini Shivani,1033,4.1,1617,Very Good,NON WIZARD MEMBER,3234,"Near Sanjeevini Hospital, Kothapet road, Hyderabad",Hyderabad
81,OYO Home Pramod Prime Homes Near Miraj Cinemas - Shalini Shivani,813,4.2,1451,Very Good,NON WIZARD MEMBER,2446,"Nagole, Hyderabad",Hyderabad
82,OYO Royal Stay Near Mantra Mall ,998,4.5,545,Excellent,NON WIZARD MEMBER,3040,"Ranga Reddy, Hyderabad",Hyderabad
83,OYO Hotel Shyam Near Snow World,626,3.2,107,Fair,NON WIZARD MEMBER,2286,"Secunderabad Mandal, Hyderabad",Hyderabad
84,Super OYO Townhouse 397 RCC Majestic,2241,5.0,3337,Fabulous,WIZARD MEMBER,6404,"Champapet, Hyderabad",Hyderabad
85,Super OYO Townhouse OAK Hotel Belsons Taj Mahal Near Snow World,1644,4.6,1090,Excellent,WIZARD MEMBER,4966,"Near Swapnalok Complex, Patny Centre, Hyderabad",Hyderabad
86,OYO Imperial Guest House Near Lumbini Park,669,2.6,164,Fair,NON WIZARD MEMBER,2584,"Near Yashoda Hospital, Somajiguda, Hyderabad",Hyderabad
87,SPOT ON Gopi Mini Guest House Near Erragadda Metro Station,534,4.6,179,Excellent,WIZARD MEMBER,1736,"Erragadda, Hyderabad",Hyderabad
88,Super OYO Flagship 75519 White Ridge,1270,4.2,1778,Very Good,NON WIZARD MEMBER,3628,"Near Sai Sanjeevani Hospital, Huda Colony, Hyderabad",Hyderabad
89,Flagship Alpine glow Zenith,1059,4.4,1839,Very Good,NON WIZARD MEMBER,3025,"Near Malani Colony, Bowenpally, Hyderabad",Hyderabad
90,Flagship 75583 Thatipally Mansion Near Opp Lane Vishal Mega Mart,1304,4.2,2380,Very Good,WIZARD MEMBER,3727,"Kothapet , Opp Vishal Mega Mart",Hyderabad
91,OYO Townhouse 1065 Hotel S Continental Near Birla Mandir,1154,3.6,531,Good,WIZARD MEMBER,3297,"Nampally Mandal, Hyderabad",Hyderabad
92,Collection O Hotel Park Heights Banjara Hills Near Gvk One Mall,1303,3.7,994,Good,WIZARD MEMBER,3724,"Banjara Hills, Hyderabad",Hyderabad
93,Flagship Royal Galaxy Lodge Near Charminar,699,3.0,30,Fair,WIZARD MEMBER,2197,", Hyderabad",Hyderabad
94,OYO Heavens Inn Near Snow World,1206,4.2,381,Very Good,NON WIZARD MEMBER,3445,"Secunderabad Mandal, Hyderabad",Hyderabad
95,OYO Hotel Shannu Residency,679,4.1,1281,Very Good,WIZARD MEMBER,1939,"Near Apollo Pharmacy, Secunderabad, Hyderabad",Hyderabad
96,OYO Townhouse 862 Che Sigma,1453,4.3,2742,Very Good,NON WIZARD MEMBER,4151,"Malkajgiri, Hyderabad",Hyderabad
97,Collection O White Ridge Near Miraj Cinemas - Shalini Shivani,1509,4.4,2322,Very Good,WIZARD MEMBER,4311,"L B Nagar, Hyderabad",Hyderabad
98,Flagship77115 Hotel Vaishnavi Palace ,1171,4.1,1570,Very Good,WIZARD MEMBER,3406,"#2-4-133 Beside KFC, Mahatma Gandhi Rd, Secunderabad, Telangana, Hyderabad",Hyderabad
99,OYO Flagship 810008 Hotel Sai Krupa,1464,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,4182,"Kachiguda station road , Hyderabad",Hyderabad
100,Super OYO Townhouse 269 RCC Sunrise,2662,5.0,1534,Fabulous,WIZARD MEMBER,7607,"Near Begumpet lifestyle, Kundanbagh Colony, Hyderabad",Hyderabad
101,OYO V Guest Inn Near Hyderabad Central,1169,4.3,2100,Very Good,WIZARD MEMBER,3483,"Ameerpet, Hyderabad",Hyderabad
102,Collection O Banjara Hills Near GVK One Mall,1665,4.3,1911,Very Good,WIZARD MEMBER,4757,"Near Aasha hospital, Venkat Nagar, Hyderabad",Hyderabad
103,Flagship Sri Residency Near Hyderabad Central,1272,3.7,1156,Good,NON WIZARD MEMBER,3634,"Ameerpet, Hyderabad",Hyderabad
104,Super OYO Townhouse 164 ESI Hospital Near Hyderabad Central,1976,4.7,4388,Excellent,NON WIZARD MEMBER,5645,"Sanath Nagar, Hyderabad",Hyderabad
105,SPOT ON Pnd Complex,842,3.6,528,Good,NON WIZARD MEMBER,2407,"R C I Rd, Hyderabad",Hyderabad
106,SPOT ON 807801 New Kaveri Lodge,500,4.0,15,Very Good,NON WIZARD MEMBER,1587,"HYDERABAD - 500074 TS RTC Colony, Hyderabad",Hyderabad
107,SPOT ON 810214 The Hotel Vivin,646,3.4,16,Fair,NON WIZARD MEMBER,1845,"ward 96 yousufguda , Hyderabad",Hyderabad
108,OYO SilverKey Himayat Nagar Circle Near Snow World,1685,2.9,2045,Fair,WIZARD MEMBER,4814,"Narayanguda, Hyderabad",Hyderabad
109,OYO Hotel Ruma Near Birla Mandir,1109,3.2,518,Fair,NON WIZARD MEMBER,3169,"Near City Convention Centre, Nampally, Hyderabad",Hyderabad
110,OYO Flagship 809545 Hotel R Square,564,2.5,12,Fair,WIZARD MEMBER,1844,"Hyderabad, Hyderabad",Hyderabad
111,OYO City Holiday Near Miraj Cinemas - Shalini Shivani,1345,4.1,1030,Very Good,WIZARD MEMBER,3842,"Rangareddy, Hyderabad",Hyderabad
112,OYO15140 Hotel Priya Residency ,676,3.7,1058,Good,WIZARD MEMBER,2197,"Near Raniganj, MG Road, Hyderabad",Hyderabad
113,Capital O 23543 Hotel Vaishnavi,1792,4.3,1406,Very Good,WIZARD MEMBER,5119,"Near Csi Wesley Church, Paras Towers, Hyderabad",Hyderabad
114,Super OYO Gokul Grand Near Hyderabad Central,1943,4.5,2309,Excellent,NON WIZARD MEMBER,5551,"Near SR Nagar Police station, Ameerpet, Hyderabad",Hyderabad
115,OYO Luxury Villas Near Hyderabad Central,949,3.3,301,Fair,NON WIZARD MEMBER,3698,"Begumpet, Hyderabad",Hyderabad
116,OYO Hotel Saraswathi Residency Near Hyderabad Central,1329,4.3,349,Very Good,NON WIZARD MEMBER,4200,"Near Nalanda School, S.R. Nagar, Hyderabad",Hyderabad
117,OYO Hotel Swiss Legrand Near Gandhi Hospital Metro Station,669,2.7,85,Fair,NON WIZARD MEMBER,2135,"Near Nanking Cinese Restaurent, Ramnagar, Hyderabad",Hyderabad
118,Flagship Relax Grand Near Snow World,1169,4.1,774,Very Good,WIZARD MEMBER,3339,"Secunderabad Mandal, Hyderabad",Hyderabad
119,OYO 82310 Holiday Inn,1198,4.2,597,Very Good,WIZARD MEMBER,3422,"Telephone Calony Road Kothapet, Hyderabad",Hyderabad
120,OYO Jubilee Homes Near Alcazar Mall,959,3.8,531,Good,NON WIZARD MEMBER,2741,"Centrally Located, Near Annapurna Studios, Jubilee Hills, Hyderabad",Hyderabad
121,OYO 810155 Hill Side Guest House ,731,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,2321,"9-4-577/D/7/11 Pera Mout colony gate no. 3 tolichowki, Hyderabad",Hyderabad
122,Flagship 75711 Kachiguda Railway Station,1824,3.3,666,Fair,NON WIZARD MEMBER,5211,"Near Kumar Theatre, Kachiguda, Hyderabad",Hyderabad
123,Flagship Malkajgiri Near Habsiguda Metro Station,1444,4.3,3246,Very Good,NON WIZARD MEMBER,4127,"Malkajgiri, Hyderabad",Hyderabad
124,OYO Flagship 80983G RBS Square Langer Houz,564,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,1789,"Hyderabad, Hyderabad",Hyderabad
125,OYO Hotel Regal Near Snow World,676,3.4,780,Fair,WIZARD MEMBER,1931,"M.g Road, Hyderabad",Hyderabad
126,Collection O Hotel Happy Stay Near Hyderabad Central,1689,3.8,2050,Good,NON WIZARD MEMBER,4825,"Near ICICI Bank, Begumpet, Hyderabad",Hyderabad
127,OYO Townhouse 81794 Banjara Hills Near Birla Mandir,1670,3.7,1094,Good,WIZARD MEMBER,4771,"Masab Tank, Hyderabad",Hyderabad
128,Collection O Hotel PNR Banjara Hills Near GVK One Mall,1397,3.5,798,Good,WIZARD MEMBER,3992,"Guru Bramaha, Hyderabad",Hyderabad
129,OYO Ab7 Residency Near Miraj Cinemas - Shalini Shivani,1130,3.7,139,Good,WIZARD MEMBER,3228,"500 074, Hyderabad",Hyderabad
130,Happy Guest House near L V Prasad Eye Hospital,1339,3.7,666,Good,NON WIZARD MEMBER,3827,"Near Star Super Market, Banjara Hills, Hyderabad",Hyderabad
131,Capital O Marjan International Near Birla Mandir,1154,3.1,266,Fair,WIZARD MEMBER,3297,"Near ICICI Bank ATM, Chapel Rd, Hyderabad",Hyderabad
132,OYO Hotel Palak Residency Near Erragadda Metro Station,1269,3.9,2066,Good,NON WIZARD MEMBER,3627,"Metro Pillar no: A947, 2nd Floor, Beside Erragadda Metro Station, Above Bajaj Showroom, Hyderabad",Hyderabad
133,Super OYO Mint Leaves Near Alcazar Mall,1355,3.7,454,Good,NON WIZARD MEMBER,3872,"Annapurna Studios, Jubilee Hills, Hyderabad",Hyderabad
134,OYO Sai Residency Near Hyderabad Central,621,3.1,586,Fair,WIZARD MEMBER,2657,"Near Sr nagar metro station, Jawahar Nagar, Hyderabad",Hyderabad
135,OYO Flagship 808304 Nandi Hotel,684,2.5,22,Fair,NON WIZARD MEMBER,1954,"Indiranagar Basti, Hyderabad",Hyderabad
136,Capital O Hotel Surabhi Elite Near Miraj Cinemas - Shalini Shivani,2425,4.1,1101,Very Good,NON WIZARD MEMBER,6928,"Kothapet, Hyderabad",Hyderabad
137,Collection O 808143 Hotel Chirag Stay鈥檚,1628,3.7,23,Good,NON WIZARD MEMBER,4651,"Hyderabad, Hyderabad",Hyderabad
138,Capital O 65104 Che Sigma Hotel ,1453,3.6,2045,Good,NON WIZARD MEMBER,4151,"Near Narayana High School, Chinthalkunta, Hyderabad",Hyderabad
139,Capital O 9796 Hotel Alekhya Residency,1858,4.0,786,Very Good,NON WIZARD MEMBER,5309,"Near Global Hospital, Saifabad, Hyderabad",Hyderabad
140,Flagship Varcity Phi Premium Pavilion Near Ragigudda Sri Prasanna Anjanayeswamy Temple,886,4.5,4323,Excellent,WIZARD MEMBER,3302,"B T M Layout, Bangalore",Bangalore
141,Capital O Premium Hotel Victoria Heights Near Sri Someshwara Swami Temple,681,4.0,936,Very Good,NON WIZARD MEMBER,3326,"Near St.Philomena's Hospital, Xavier Layout, Bangalore",Bangalore
142,SPOT ON Yatra Inn Near Lalbagh Botanical Garden,951,5.0,2633,Fabulous,NON WIZARD MEMBER,2879,"Lalbagh, Bangalore",Bangalore
143,OYO Shree Mookambika Guest House Near Sri Someshwara Swami Temple,767,4.4,461,Very Good,WIZARD MEMBER,2912,"Kormangla, Bangalore",Bangalore
144,Flagship White Fort Near Lalbagh Botanical Garden,549,4.3,1172,Very Good,NON WIZARD MEMBER,2815,"Dispensary Rd, Kalasipalya,Bangalore",Bangalore
145,Super OYO Hotel Subha Residency Near Cubbon Park,899,4.4,1738,Very Good,NON WIZARD MEMBER,2792,"Majestic, Bangalore",Bangalore
146,OYO Sri Sai Residency Near Vijayanagar Metro Station,643,3.1,425,Fair,WIZARD MEMBER,2841,"Near Vijaya Nagar, Bangalore",Bangalore
147,Flagship Hotel Gurudev Residency Near Cubbon Park,643,4.0,297,Very Good,NON WIZARD MEMBER,2818,"Gandhi Nagar, Bangalore",Bangalore
148,Collection O 809718 Sunshine 1 Bhk,599,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,4179,"Amarajoythi Layout next to MNK Vidya Kendra Thanisandra, Bangalore",Bangalore
149,OYO 15358 Hotel Townhall,823,4.0,1233,Very Good,NON WIZARD MEMBER,2912,"Near Dhanlakshmi Bank, JC Road, Bangalore",Bangalore
150,OYO Townhouse 180 Jayanagar Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1831,4.9,3463,Fabulous,WIZARD MEMBER,5231,"Near Sagar Hospital, Tilak Nagar, Bangalore",Bangalore
151,OYO Varcity Park Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1110,4.2,2909,Very Good,NON WIZARD MEMBER,3171,"Near SV Hospitals, Madiwala, Bangalore",Bangalore
152,Capital O 79118 Green Residency,691,3.2,195,Fair,WIZARD MEMBER,3319,"Near Summanahalli Bus Stop, Bangalore",Bangalore
153,Capital O Victorian Comforts Near Sri Someshwara Swami Temple,1199,3.8,1503,Good,NON WIZARD MEMBER,4322,"Near Adams Creation, Victoria Layout, Bangalore",Bangalore
154,OYO Nra Residency Near Rajarajeshwari Nagar Metro Station,626,3.4,411,Fair,WIZARD MEMBER,2424,"Rajarajeshwari Nagar, Bangalore",Bangalore
155,Flagship Pride Inn Near Sandhya Digital 4k Theatre,699,3.3,317,Fair,NON WIZARD MEMBER,4534,"14 Cross Hosur Main Road, Bangalore",Bangalore
156,Super OYO Townhouse 149 Siri Residency,1241,4.4,765,Very Good,NON WIZARD MEMBER,3547,"Bhuvaneswari Nagar, Bangalore",Bangalore
157,OYO Varcity Comforts Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,872,4.0,1624,Very Good,NON WIZARD MEMBER,2491,"B T M Layout, Bangalore",Bangalore
158,Capital O Boulevard Elite Madiwala Near Ragigudda Sri Prasanna Anjanayeswamy Temple,1365,4.5,2612,Excellent,NON WIZARD MEMBER,3901,"B T M Layout, Bangalore",Bangalore
