,Hotel Name,Final Price,Ratings,Ratings Count,Ratings Summary,Wizard Member,Original Price,Location,City
159,Capital O Elegant Amethyst Business Hotel Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,994,3.3,2085,Fair,WIZARD MEMBER,2839,"5th Block, Jayanagar, Bangalore",Bangalore
160,Flagship Varcity Phi Premium Pavilion Near Ragigudda Sri Prasanna Anjanayeswamy Temple,886,4.5,4323,Excellent,WIZARD MEMBER,3302,"B T M Layout, Bangalore",Bangalore
161,Capital O Premium Hotel Victoria Heights Near Sri Someshwara Swami Temple,681,4.0,936,Very Good,NON WIZARD MEMBER,3326,"Near St.Philomena's Hospital, Xavier Layout, Bangalore",Bangalore
162,SPOT ON Yatra Inn Near Lalbagh Botanical Garden,951,5.0,2633,Fabulous,NON WIZARD MEMBER,2879,"Lalbagh, Bangalore",Bangalore
163,OYO Shree Mookambika Guest House Near Sri Someshwara Swami Temple,767,4.4,461,Very Good,WIZARD MEMBER,2912,"Kormangla, Bangalore",Bangalore
164,Flagship White Fort Near Lalbagh Botanical Garden,549,4.3,1172,Very Good,NON WIZARD MEMBER,2815,"Dispensary Rd, Kalasipalya,Bangalore",Bangalore
165,Super OYO Hotel Subha Residency Near Cubbon Park,899,4.4,1738,Very Good,NON WIZARD MEMBER,2792,"Majestic, Bangalore",Bangalore
166,OYO Sri Sai Residency Near Vijayanagar Metro Station,643,3.1,425,Fair,WIZARD MEMBER,2841,"Near Vijaya Nagar, Bangalore",Bangalore
167,Flagship Hotel Gurudev Residency Near Cubbon Park,643,4.0,297,Very Good,NON WIZARD MEMBER,2818,"Gandhi Nagar, Bangalore",Bangalore
168,Collection O 809718 Sunshine 1 Bhk,599,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,4179,"Amarajoythi Layout next to MNK Vidya Kendra Thanisandra, Bangalore",Bangalore
169,OYO 15358 Hotel Townhall,823,4.0,1233,Very Good,NON WIZARD MEMBER,2912,"Near Dhanlakshmi Bank, JC Road, Bangalore",Bangalore
170,OYO Townhouse 180 Jayanagar Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1831,4.9,3463,Fabulous,WIZARD MEMBER,5231,"Near Sagar Hospital, Tilak Nagar, Bangalore",Bangalore
171,OYO Varcity Park Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1110,4.2,2909,Very Good,NON WIZARD MEMBER,3171,"Near SV Hospitals, Madiwala, Bangalore",Bangalore
172,Capital O 79118 Green Residency,691,3.2,195,Fair,WIZARD MEMBER,3319,"Near Summanahalli Bus Stop, Bangalore",Bangalore
173,Capital O Victorian Comforts Near Sri Someshwara Swami Temple,1199,3.8,1503,Good,NON WIZARD MEMBER,4322,"Near Adams Creation, Victoria Layout, Bangalore",Bangalore
174,OYO Nra Residency Near Rajarajeshwari Nagar Metro Station,626,3.4,411,Fair,WIZARD MEMBER,2424,"Rajarajeshwari Nagar, Bangalore",Bangalore
175,Flagship Pride Inn Near Sandhya Digital 4k Theatre,699,3.3,317,Fair,NON WIZARD MEMBER,4534,"14 Cross Hosur Main Road, Bangalore",Bangalore
176,Super OYO Townhouse 149 Siri Residency,1241,4.4,765,Very Good,NON WIZARD MEMBER,3547,"Bhuvaneswari Nagar, Bangalore",Bangalore
177,OYO Varcity Comforts Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,872,4.0,1624,Very Good,NON WIZARD MEMBER,2491,"B T M Layout, Bangalore",Bangalore
178,Capital O Boulevard Elite Madiwala Near Ragigudda Sri Prasanna Anjanayeswamy Temple,1365,4.5,2612,Excellent,NON WIZARD MEMBER,3901,"B T M Layout, Bangalore",Bangalore
179,Capital O Elegant Amethyst Business Hotel Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,994,3.3,2085,Fair,WIZARD MEMBER,2839,"5th Block, Jayanagar, Bangalore",Bangalore
180,OYO Townhouse Chic 364 Richmond Road Near Cubbon Park,2169,4.3,1510,Very Good,WIZARD MEMBER,6197,"Near Baldwin Women College, Richmond Town, Bengaluru",Bangalore
181,OYO Flagship 703671 Navarang Residency,626,2.9,25,Fair,NON WIZARD MEMBER,3319,"4th Block, Bangalore",Bangalore
182,Super OYO Collection O Sabharwal Residency Near Lalbagh Botanical Garden,1360,4.0,133,Very Good,NON WIZARD MEMBER,3887,"Opposite Shanthinagar, Bangalore",Bangalore
183,OYO Flagship 77157 Puttana Chetty Townhall,949,2.8,174,Fair,NON WIZARD MEMBER,2937,"Nagarathpete, Bangalore",Bangalore
184,OYO 10821 Sree Balaji Residency,664,3.2,319,Fair,NON WIZARD MEMBER,2259,"Agrahara Dasarahalli, Rajaji Nagar, Bangalore",Bangalore
185,OYO Flagship HOTEL SKYSPACE Near Hare Krishna Hill,826,3.8,266,Good,WIZARD MEMBER,2432,"Yeswantpur Near Railway Station, Bangalore",Bangalore
186,SPOT ON Krishnaa Comforts Near Cubbon Park,963,3.0,188,Fair,NON WIZARD MEMBER,2751,"Shivaji Nagar, Bangalore",Bangalore
187,Townhouse OAK SRK White Inn Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1384,4.0,1588,Very Good,WIZARD MEMBER,3954,"Koramangala, Bangalore",Bangalore
188,OYO Flagship 22836 Hotel Amster Inn,664,2.8,320,Fair,NON WIZARD MEMBER,2502,"Near Mysore RD. Metro Station, FCI Layout, Bangalore",Bangalore
189,Capital O Champion Lotus Near Mantri Square Mall,1262,4.3,1301,Very Good,WIZARD MEMBER,3605,"Near IIFT, Vijayanagar, Bangalore",Bangalore
190,Capital O Royal Manyata,799,4.0,892,Very Good,WIZARD MEMBER,3417,"Gate Number 4, Bangalore",Bangalore
191,Varcity Emerald Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,835,3.6,1935,Good,NON WIZARD MEMBER,2387,"Near KEB Colony, BTM Layout 1, Bangalore",Bangalore
192,Collection O N R Residency Near Deepanjali Nagar Metro Station,1204,4.7,1009,Excellent,NON WIZARD MEMBER,3441,Opposite Satelite Bus Stand Bapujinagar Mysore Road Bangalore 560026,Bangalore
193,OYO The Royal International Hotel Near Sandhya Digital 4k Theatre,799,3.3,652,Fair,NON WIZARD MEMBER,2331,"Near Robert Bosch Company, Mangammanapalya, Bangalore",Bangalore
194,Collection O Hotel Tiara Near Christ university,1045,3.7,704,Good,WIZARD MEMBER,3026,"Tavarekere Main Rd, Bangalore",Bangalore
195,Flagship Aayush Corporate Stays Near Nexus Mall Koramangala,1585,4.1,919,Very Good,NON WIZARD MEMBER,4528,"Near Maharaja Signal, Kormangala, Bangalore",Bangalore
196,SPOT ON A Class Suites Near Hare Krishna Hill,910,5.0,766,Fabulous,WIZARD MEMBER,2601,"Bangalore Urban, Bangalore",Bangalore
197,Santa Maria Near Indiranagar Metro Station,1048,4.3,695,Very Good,WIZARD MEMBER,2994,"Jeevan Bhima Nagar, Bangalore",Bangalore
198,Collection O Silver Suites,1280,4.0,145,Very Good,NON WIZARD MEMBER,3982,"Near manjunatha medicals, Hebbal Kempapura, Bangalore",Bangalore
199,Flagship Vsv Avenue Hennur Near Sri Amruth Chithra Mandira,1262,4.2,224,Very Good,NON WIZARD MEMBER,3605,"(landmark Krishna Medical Store) Oposite Krishna Leela Grand Hotel, Bangalore",Bangalore
200,OYO Royal Inn Near Iskcon Temple Bangalore,824,2.4,307,Fair,WIZARD MEMBER,3064,"Near 14th Main Road, Rajaji Nagar, Bangalore",Bangalore
201,OYO 24259 Hotel Blue Inn,1173,3.5,1433,Good,NON WIZARD MEMBER,3351,"Near Bilal masjid, Gurappanapalya, Bangalore",Bangalore
202,Flagship Varcity Pearl Near Nexus Mall Koramangala,1258,4.0,3801,Very Good,WIZARD MEMBER,3594,"Near Forum Mall, Koramangala, Bangalore",Bangalore
203,Super OYO Townhouse 264 Trendy – Q Rooms BTM Layout,2858,4.8,2009,Excellent,NON WIZARD MEMBER,8167,"Near BTM Water Tank, Mico Layout, Bangalore",Bangalore
204,Super OYO Capital O Blooms Stay Inn Near Snow City,1427,4.5,594,Excellent,NON WIZARD MEMBER,4078,"Bangalore Urban, Bangalore",Bangalore
205,Flagship Sri Hari Premium Comforts Near Sandhya Digital 4K Theatre,832,3.4,217,Fair,WIZARD MEMBER,2727,"Near KLM Finvest, HSR layout sector7, Bangalore",Bangalore
206,Super OYO Collection O Compact Green View Near Nexus Mall Koramangala,1712,4.9,2669,Fabulous,WIZARD MEMBER,4892,"Near Ejipura Bus stand, Ashwini Layout, Bangalore",Bangalore
207,SPOT ON 810517 Helloworld Castle Prague,783,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,2485,"BTM 1st Stage, Bangalore",Bangalore
208,OYO Mn Residency Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1053,4.0,1007,Very Good,WIZARD MEMBER,3008,"Madiwala,  South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560034, India Bangalore.",Bangalore
209,OYO Corner Golf View Near Sri Someshwara Swami Temple,936,3.3,677,Fair,NON WIZARD MEMBER,2760,"Domlur, Bangalore",Bangalore
210,SPOT ON 809504 Hotel Sri Thirumala Lodge,722,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,2292,"Opp BHEL, Bangalore",Bangalore
211,Super OYO Townhouse OAK A2 Inventree Indiranagar,1719,4.8,18,Excellent,WIZARD MEMBER,4911,"Indiranagar, Bangalore",Bangalore
212,Capital O Choice Regal Suites Near Ragigudda Sri Prasanna Anjanayeswamy Temple,1753,4.2,1426,Very Good,NON WIZARD MEMBER,5009,"Centrally Located, Near Sagar Hospital, Hombegowda Nagar, Bangalore",Bangalore
213,Capital O 3 Square Near Sri Amruth Chithra Mandira,1088,4.1,1262,Very Good,NON WIZARD MEMBER,3108,"Next to Cafe Coffee Day, HBR Layout, Bangalore",Bangalore
214,Super Design Oyo Townhouse OAK Clove Boutique Hotel Rajaji Nagar,2268,4.9,1458,Fabulous,WIZARD MEMBER,6507,"4th Block, Rajaji Nagar, Bangalore",Bangalore
215,OYO Hotel Silver House Near Mantri Square Mall,867,3.7,556,Good,NON WIZARD MEMBER,2477,"Arghar Dasrahalli Near Madhu Hospital Opp Maharaja Tent House Reliance Smart Building Magadi Main Road, Bangalore",Bangalore
216,Flagship Lavish Residency Near Baiyappanahalli Metro Station,844,3.9,88,Good,NON WIZARD MEMBER,3040,"Ramamurthinagar, Bangalore",Bangalore
217,Collection O Hotel Palm Tree,2130,4.4,1357,Very Good,NON WIZARD MEMBER,6085,"Near Halasuru Metro Station, Ulsoor, Bangalore",Bangalore
218,Super OYO Townhouse 385 Navya International Ramamurthy Nagar Near Phoenix Marketcity,1341,4.1,2545,Very Good,WIZARD MEMBER,3831,"Near Rammamurthynagar Police Station, Bangalore",Bangalore
219,OYO Townhouse 238 Tierra Woods Near Halasuru Metro Station,2503,4.3,1838,Very Good,NON WIZARD MEMBER,7151,"Halasuru, Bangalore",Bangalore
220,Collection O 809321 Nandi Comforts,1257,3.7,15,Good,NON WIZARD MEMBER,3591,"Yeshwantpur, Bangalore",Bangalore
221,Collection O Premium Eden Au Lac Near Sri Someshwara Swami Temple,1989,4.3,1366,Very Good,WIZARD MEMBER,5684,"Near Indiranagar Police Station, Indiranagar, Bangalore",Bangalore
222,OYO 9991 Sai Ram Residency,1048,3.1,223,Fair,NON WIZARD MEMBER,2995,"Cubbonpet Main Road, Bangalore",Bangalore
223,Super OYO GN Collection O Near Rajajinagar Industrial Estate,1113,3.7,787,Good,NON WIZARD MEMBER,3181,"Centrally Located, Near A D Halli Park, Housing Board, Bangalore",Bangalore
224,SPOT ON 810480 Canton Lodging And Boarding ,609,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,1934,"Karnataka, Bangalore",Bangalore
225,Super OYO Townhouse 273 Hosur Main Road Bommanahalli Near Gopalan Innovation Mall,1895,4.8,1936,Excellent,NON WIZARD MEMBER,5414,"Near krishna Theature Bommanahalli, Hosur main road, Bangalore",Bangalore
226,Flagship Gn Nelli Rooms Near CMR University,895,3.9,201,Good,NON WIZARD MEMBER,3040,"Bengalore-43, Bangalore",Bangalore
227,Collection O Royal Elevar,1071,4.3,569,Very Good,NON WIZARD MEMBER,3417,"Dasarahalli, Bangalore",Bangalore
228,High Street Near Cubbon Park,1828,4.6,546,Excellent,WIZARD MEMBER,5377,"Near Kalyan silks commercial street, Bangalore",Bangalore
229,Super OYO Capital O Chetana Clove,1447,4.4,1630,Very Good,NON WIZARD MEMBER,4134,"Near Shanti Niketan School, Maruthinagar, Bangalore",Bangalore
230,Super OYO Nar Comforts Near Majestic & near KSR Railway station,1384,3.9,1701,Good,WIZARD MEMBER,3954,"NAR Comforts,13, G.K temple street, opp. Vijayalaxmi theater, Chickpet, Bangalore",Bangalore
231,Capital O Elite Stay Jp Nagar Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1051,3.6,825,Good,NON WIZARD MEMBER,3302,"6th Phase, Bangalore",Bangalore
232,OYO Hotel Ramana Inn Near Hare Krishna Hill,664,3.4,239,Fair,WIZARD MEMBER,2156,"Near Apollo Phaacy, Mathikere Main Road, Bangalore",Bangalore
233,Super OYO Capital O SS Suites Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1519,4.2,1621,Very Good,NON WIZARD MEMBER,4339,Above Vishal Mega mart,Bangalore
234,Collection O Ctc Gardenia Residency Near Lalbagh Botanical Garden,1368,4.5,254,Excellent,NON WIZARD MEMBER,3908,"Opp Urvashi Theatre, Bangalore",Bangalore
235,OYO Hotel Resida Elite Service Apartments Near Sri Someshwara Swami Temple,1664,5.0,1604,Fabulous,NON WIZARD MEMBER,4754,"Near Domlur Bridge, Indiranagar, Bangalore",Bangalore
236,Capital O High end Withinn Hotel Near Hare Krishna Hill,1737,4.6,1142,Excellent,NON WIZARD MEMBER,4964,"Near NIAS, Mathikere Extension, Bangalore",Bangalore
237,Flagship Aaira Inn Near Uttam Sagar,1609,4.5,1027,Excellent,NON WIZARD MEMBER,4597,"Near Uttam Sagar, Banaswadi main road, Bangalore",Bangalore
238,Townhouse OAK Hotel Prime Near Sri Amruth Chithra Mandira,1350,4.5,1067,Excellent,NON WIZARD MEMBER,4141,"Near Karnataka Bank, Babusapalya Main Road, Bangalore",Bangalore
239,OYO Home Exotic Stay Bsk 3rd Stage,1005,3.6,689,Good,NON WIZARD MEMBER,3397,"Katriguppe, Bangalore",Bangalore
240,Super OYO Capital O Chetana Inn,1329,4.5,1561,Excellent,NON WIZARD MEMBER,3798,"Centrally Located, Near Shanti Niketan School, Kodigehalli, Bangalore",Bangalore
241,OYO TOWNHOUSE 490 Indira Nagar Extn.,1725,4.2,760,Very Good,WIZARD MEMBER,4928,"Kaggadasapura, Bangalore",Bangalore
242,Collection O Amazing Inn Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1581,4.3,805,Very Good,WIZARD MEMBER,4518,"Bhuvanappa Layout, Bangalore",Bangalore
243,OYO Royal Grand Residency Near Lalbagh Botanical Garden,1123,3.6,571,Good,WIZARD MEMBER,3209,"Bangalore Karnataka, Bangalore",Bangalore
244,OYO Flagship 810144 Sunder Nivas,762,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,2178,"Yeshwantpur, Bangalore",Bangalore
245,OYO Kings 10 Near Snow City,1687,4.4,533,Very Good,NON WIZARD MEMBER,5206,"Centrally Located, Near, HMT Layout Bus Stop, R.T.Nagar, Bangalore",Bangalore
246,Super OYO Capital O Savi International Near Bengaluru Palace,2149,4.1,1145,Very Good,NON WIZARD MEMBER,6141,"Near Mantri Square Mall, Sheshadripuram, Bangalore",Bangalore
247,Flagship Elite Stay Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1080,2.9,46,Fair,NON WIZARD MEMBER,3263,"Jp Nagar, Bangalore",Bangalore
248,Flagship Emerald Hotel Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1384,3.8,67,Good,WIZARD MEMBER,3955,"Near Sagar Hospital, Bannerughatta, Bangalore",Bangalore
249,OYO Flagship V R Residency Near Sri Amruth Chithra Mandira,1108,3.0,138,Fair,NON WIZARD MEMBER,3167,"Centrally Located, Near 4th block, HBR Layout, Bangalore",Bangalore
250,Collection O Tierra Woods,1159,3.5,40,Good,NON WIZARD MEMBER,3640,"5th Block, Bangalore",Bangalore
251,Flagship Blooms Residency Near Baiyappanahalli Metro Station,1649,4.4,820,Very Good,WIZARD MEMBER,4711,"Bangalore East, Bangalore",Bangalore
252,SPOT ON Srinivasa Boarding And Lodging Near Vijayanagar Metro Station,535,3.2,411,Fair,WIZARD MEMBER,1528,"Near N R Colony, Sajjepalya, Bangalore",Bangalore
253,OYO 8501 ABHIMAANI COMFORTS,1113,2.7,333,Fair,NON WIZARD MEMBER,3181,Kanakpura main road metro pillar number 45 nearby Banashankari metro station JP Nagar,Bangalore
254,Super OYO Townhouse 258 Spruce Hotels Bellandur,2897,4.6,809,Excellent,WIZARD MEMBER,9048,"Bellandur, Bangalore",Bangalore
255,Capital O Prime Residency Near Sri Amruth Chithra Mandira,1481,3.5,864,Good,NON WIZARD MEMBER,4231,"Near Perseverance HBR, Saint Thomas Town, Bangalore",Bangalore
256,OYO Townhouse 093 Ramamurthy Nagar Near Baiyappanahalli Metro Station,1728,4.1,854,Very Good,WIZARD MEMBER,4937,"Near Ramamurthy Nagar Signal, Bangalore,Karnataka",Bangalore
257,OYO Townhouse 76427 Hotel Skyline Near Banashankari Metro Station,1639,3.1,381,Fair,WIZARD MEMBER,4682,"B S K 2nd Stage, Bangalore",Bangalore
258,Collection O Sln Suites,1384,3.3,252,Fair,WIZARD MEMBER,3955,"Behind Baptist Hospital, Hebbal",Bangalore
259,Super OYO Collection O 73977 Malleswaram,2838,4.0,856,Very Good,WIZARD MEMBER,8108,"Near Bsnl Office, Emerald Residency, Bangalore",Bangalore
260,Capital O Hotel Shanti Nivas Near Hare Krishna Hill,1126,4.2,976,Very Good,WIZARD MEMBER,3217,"Near Yeshwanthpur , Sri Raghavendra Layout, Bangalore",Bangalore
261,OYO Royal Residency Near Hare Krishna Hill,949,4.0,216,Very Good,NON WIZARD MEMBER,2711,"Near Taj Yeshwantpur, M S K Nagar, Bangalore",Bangalore
262,Capital O Gn Suites Near OM SHAKTHI TEMPLE,1204,3.3,790,Fair,WIZARD MEMBER,3439,"Near Sub Registrar Office, Banaswadi, Bangalore",Bangalore
263,OYO Flagship 808132 Status Suites,1518,3.6,52,Good,NON WIZARD MEMBER,4338,"Bangalore, Bangalore",Bangalore
264,OYO Flagship 810018 Sree Nandanam Residency,626,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,1789,"Bengaluru, Bangalore",Bangalore
265,Collection O Onyx International Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,1566,3.8,326,Good,NON WIZARD MEMBER,4475,"Karnatakanull, Bangalore",Bangalore
266,OYO Flagship 3242 Hotel Status Executive Room's,1518,3.2,54,Fair,NON WIZARD MEMBER,4338,"Near Old Airport Road, Bangalore",Bangalore
267,Collection O 808281 Hotel Hemadri Residency,1334,3.8,26,Good,NON WIZARD MEMBER,3812,"Opp Saraswati Kalyana Mantapa, Bangalore",Bangalore
268,OYO Flagship 810484 Royal Galaxy Lodge,834,3.7952136752136747,1015,Very Good,NON WIZARD MEMBER,2647,"05th road cross Iblur bus stop. opposite Colombia asia hospital.sarjapur outer ring road. , Bangalore",Bangalore
269,Collection O Hotel Supreme Suites Near Sri Amruth Chithra Mandira,1257,3.1,79,Fair,NON WIZARD MEMBER,3800,"14/15 14 And 15 L V Complex Munireddy Layout Horamavu Banaswadi, Bangalore",Bangalore
270,SPOT ON Janapriya Lodge Near Hare Krishna Hill,1055,3.6,401,Good,NON WIZARD MEMBER,3014,"Bangalore Urban, Bangalore",Bangalore
271,OYO Kings Suites Near ITC Factory,1921,4.7,559,Excellent,WIZARD MEMBER,5488,"Near MSO Colony, Maruthi Seva Nagar, Bangalore",Bangalore
272,Flagship Hotel Royal Comfort Near Cubbon Park,1804,4.0,29,Very Good,WIZARD MEMBER,5155,"Gandhinagar, Bangalore",Bangalore
273,Capital O Elite Inn@Silicon Valley Near Ragigudda Sri Prasanna Anjanayeswamy Temple,1829,3.9,940,Good,NON WIZARD MEMBER,5225,"Service Road, Koramangala, Bengaluru",Bangalore
274,OYO Sri Sai Guru Comforts,1196,3.4,304,Fair,NON WIZARD MEMBER,3418,"Near Kodigihalli Gate, Byatarayanapura, Bangalore",Bangalore
275,Flagship Majestic Near Lalbagh Botanical Garden,1509,3.9,1358,Good,NON WIZARD MEMBER,4311,"Near Majestic Railway Station, Akkipete, Bangalore",Bangalore
276,OYO Hotel Golden Inn Near Cubbon Park,1609,3.5,1330,Good,NON WIZARD MEMBER,4597,"Centrally Located, Near HKP Road, Shivaji Nagar, Bangalore",Bangalore
277,OYO Home Leva Homes Near Baiyappanahalli Metro Station,1272,3.7,1102,Good,WIZARD MEMBER,3634,"Mahadevapura Zone, Bangalore",Bangalore
278,Capital O Safari Rooms Near Snow City,1460,3.4,144,Fair,WIZARD MEMBER,4172,"India Bangalore Karnatakaindia, Bangalore",Bangalore
279,Townhouse 038 Global Wings Hotels Near Sri Amruth Chithra Mandira,1679,3.3,763,Fair,WIZARD MEMBER,4797,"Kammanahalli, Bangalore",Bangalore
280,OYO Townhouse 430 Everest Hotel Near Chennai Central,1670,4.0,5181,Very Good,WIZARD MEMBER,4771,"Opp Chennai Central Railway Station , PH Road",Chennai
281,SPOT ON Grand Residency					,449,2.7,781,Fair,WIZARD MEMBER,1537,"VV Koil Street,Periyamedu,Central Metro Station,CENTRAL.						",Chennai
282,Collection O G Silver Hotels Mount Road Near Marina Beach,1066,4.1,1352,Very Good,WIZARD MEMBER,3045,"Near Triplicane High Road, Triplicne, Chennai",Chennai
283,OYO Dreams Manor Near Sangam Cinemas,837,4.1,972,Very Good,WIZARD MEMBER,2426,Kilpauk Chennai,Chennai
284,SPOT ON Central Inn,741,3.5,1367,Good,WIZARD MEMBER,2117,"Periyamedu Central Opposite To Canara Bank, Chennai",Chennai
285,Oyo Flagship White Inn Near Golden Tower,1242,4.1,364,Very Good,NON WIZARD MEMBER,3548,Near  Golden Tower,Chennai
286,OYO The Park View Inn					,741,3.4,1314,Fair,NON WIZARD MEMBER,2117,"opp ;Indian Oil ,Vepery Church Road,vepery, Chennai.",Chennai
287,OYO 39935 Elite Residency,763,2.9,956,Fair,WIZARD MEMBER,2179,"Perimet,Central Railway Station,Central.						",Chennai
288,SPOT ON Jayanthi Mansion,451,3.6,216,Good,WIZARD MEMBER,1342,"Near Batcha Theatre, Thatha Muthiappan Street, Chennai",Chennai
289,Collection O 805192 G Silver Ashok Nagar,1196,4.7,432,Excellent,NON WIZARD MEMBER,3885,"600001, Chennai",Chennai
290,SPOT ON 75475 Cn Guest House,454,3.4,1091,Fair,WIZARD MEMBER,1794,"Opp TO Vijay Park, Arumbakkam, Chennai",Chennai
291,OYO Townhouse 1060 Anna Salai Near Marina Beach,1583,4.7,2020,Excellent,WIZARD MEMBER,4522,"Near US Embassy, Royapettah",Chennai
292,SPOT ON Ams Annex,505,3.7,138,Good,NON WIZARD MEMBER,1442,"Opp Chepauk Stadium, OVM Street, Chennai",Chennai
293,OYO Gold Residency Near AGS Cinemas T Nagar,663,2.8,381,Fair,WIZARD MEMBER,3020,"Dr, Singaravelu St, Pondy Bazaar, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",Chennai
294,OYO Home G-cloud Near Thirumangalam Metro Station,988,4.3,1421,Very Good,WIZARD MEMBER,2824,"Thiruvallur District, Chennai",Chennai
295,Super OYO Townhouse 1129 Green City Near Albert Theatres,2900,3.8,74,Good,NON WIZARD MEMBER,4142,"Near to chennai central station, Marina beach, Egmore, Chennai",Chennai
296,OYO Sam Guest House Near Marina Beach,687,2.7,120,Fair,WIZARD MEMBER,2090,"Triplicane, Chennai",Chennai
297,SPOT ON Grand Residency Near Marina Beach,599,3.8,321,Good,NON WIZARD MEMBER,1674,"Triplicane, Chennai",Chennai
298,OYO Flagship 807770 Sea View inn,699,3.7,22,Good,NON WIZARD MEMBER,1789,"Near New Washermanpet Metro Station,Tondiarpet, Chennai.						",Chennai
299,SPOT ON Bt Mansion Near Marina Beach,576,2.8,79,Fair,WIZARD MEMBER,2569,"Pillayar Koil St Triplicane., Chennai",Chennai
300,OYO Townhouse 430 Everest Hotel Near Chennai Central,1670,4.0,5181,Very Good,WIZARD MEMBER,4771,"Opp Chennai Central Railway Station , PH Road",Chennai
301,SPOT ON Grand Residency					,449,2.7,781,Fair,WIZARD MEMBER,1537,"VV Koil Street,Periyamedu,Central Metro Station,CENTRAL.						",Chennai
302,Collection O G Silver Hotels Mount Road Near Marina Beach,1066,4.1,1352,Very Good,WIZARD MEMBER,3045,"Near Triplicane High Road, Triplicne, Chennai",Chennai
303,OYO Dreams Manor Near Sangam Cinemas,837,4.1,972,Very Good,WIZARD MEMBER,2426,Kilpauk Chennai,Chennai
304,SPOT ON Central Inn,741,3.5,1367,Good,WIZARD MEMBER,2117,"Periyamedu Central Opposite To Canara Bank, Chennai",Chennai
305,Oyo Flagship White Inn Near Golden Tower,1242,4.1,364,Very Good,NON WIZARD MEMBER,3548,Near  Golden Tower,Chennai
306,OYO The Park View Inn					,741,3.4,1314,Fair,NON WIZARD MEMBER,2117,"opp ;Indian Oil ,Vepery Church Road,vepery, Chennai.",Chennai
